setter irlandes rojo,3,,Ireland,http://www.perros.com/razas/setter-irlandes-rojo/
setter irlandes rojo y blanco,3,,Ireland,http://www.perros.com/razas/setter-irlandes-rojo-y-blanco/
shar pei,3,Entre 18 Kg y 29 Kg,China,http://www.perros.com/razas/shar-pei/
shiba,2,Entre 9 Kg y 13 Kg,Japan,http://www.perros.com/razas/shiba/
shih tzu,1,Entre 4.5 Kg y 8.1 Kg,China,http://www.perros.com/razas/shih-tzu/
shikoku,2,,Japan,http://www.perros.com/razas/shikoku/
silky terrier,1,Entre 3.6 Kg y 8 Kg,United Kingdom,http://www.perros.com/razas/silky-terrier/
sloughi  galgo arabe ,3,Entre 20 Kg y 30 Kg,Marruecos,http://www.perros.com/razas/sloughi--galgo-arabe-/
spaniel continental enano,1,Entre 2.5 Kg y 4.5 Kg,France,http://www.perros.com/razas/spaniel-continental-enano/
spaniel de agua irlandes,3,Entre 20 Kg y 29.5 Kg,Ireland,http://www.perros.com/razas/spaniel-de-agua-irlandes/
spaniel de pont audemer,3,,France,http://www.perros.com/razas/spaniel-de-pont-audemer/
spaniel de sussex,2,,United Kingdom,http://www.perros.com/razas/spaniel-de-sussex/
spaniel picardo,3,,France,http://www.perros.com/razas/spaniel-picardo/
spaniel tibetano,1,Entre 4.1 Kg y 6.8 Kg,United Kingdom,http://www.perros.com/razas/spaniel-tibetano/
